ensembl_gene_id	chromosome_name	start_position	end_position	description	external_gene_name
ENSG00000197150	7	151028422	151047782	ATP binding cassette subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:49]	ABCB8
ENSG00000197157	7	127652145	128092609	staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]	SND1
ENSG00000197180	X	154424377	154428549	ATP6AP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:25138]	ATP6AP1-DT
ENSG00000197181	8	22275316	22357568	piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]	PIWIL2
ENSG00000197191	9	137225174	137226315	cysteine rich tail 1 [Source:HGNC Symbol;Acc:HGNC:30529]	CYSRT1
ENSG00000197208	5	132293769	132344206	solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]	SLC22A4
ENSG00000197214	9	97067749	97068628	transcription elongation factor A1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11613]	TCEA1P1
ENSG00000197217	8	23385783	23457716	ectonucleoside triphosphate diphosphohydrolase 4 [Source:HGNC Symbol;Acc:HGNC:14573]	ENTPD4
ENSG00000197226	5	179862058	179907911	TBC1 domain family member 9B [Source:HGNC Symbol;Acc:HGNC:29097]	TBC1D9B
ENSG00000197258	7	104667749	104669576	eukaryotic translation initiation factor 4B pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37939]	EIF4BP6
ENSG00000197261	6	49550666	49561907	chromosome 6 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:21351]	C6orf141
ENSG00000197265	8	30578318	30660846	general transcription factor IIE subunit 2 [Source:HGNC Symbol;Acc:HGNC:4651]	GTF2E2
ENSG00000197275	8	94371960	94475133	RAD54 homolog B [Source:HGNC Symbol;Acc:HGNC:17228]	RAD54B
ENSG00000197279	6	28080568	28089563	zinc finger protein 165 [Source:HGNC Symbol;Acc:HGNC:12953]	ZNF165
ENSG00000197283	6	33419661	33453689	synaptic Ras GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:11497]	SYNGAP1
ENSG00000197343	7	99558406	99576453	zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]	ZNF655
ENSG00000197353	8	142750150	142752532	LY6/PLAUR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25215]	LYPD2
ENSG00000197362	7	149069641	149090782	zinc finger protein 786 [Source:HGNC Symbol;Acc:HGNC:21806]	ZNF786
ENSG00000197363	8	144798866	144811169	zinc finger protein 517 [Source:HGNC Symbol;Acc:HGNC:27984]	ZNF517
ENSG00000197375	5	132369710	132395614	solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]	SLC22A5
ENSG00000197409	6	26195164	26197286	H3 clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4767]	H3C4
ENSG00000197442	6	136557034	136793097	mitogen-activated protein kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6857]	MAP3K5
ENSG00000197448	7	143244093	143270873	glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:HGNC:16906]	GSTK1
ENSG00000197451	5	178204479	178211183	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]	HNRNPAB
ENSG00000197461	7	497258	520695	platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]	PDGFA
ENSG00000197479	5	141199610	141203779	protocadherin beta 11 [Source:HGNC Symbol;Acc:HGNC:8682]	PCDHB11
ENSG00000197498	6	110982015	111028263	ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]	RPF2
ENSG00000197506	9	84275457	84340758	solute carrier family 28 member 3 [Source:HGNC Symbol;Acc:HGNC:16484]	SLC28A3
ENSG00000197536	5	132410636	132488702	colitis associated IRF1 antisense regulator of intestinal homeostasis [Source:HGNC Symbol;Acc:HGNC:33838]	CARINH
ENSG00000197558	7	149776042	149833829	SCO-spondin, pseudogene [Source:HGNC Symbol;Acc:HGNC:21998]	SSPOP
ENSG00000197565	X	108155607	108439497	collagen type IV alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:2208]	COL4A6
ENSG00000197575	5	116716243	116716650	ribosomal protein S17 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:10398]	RPS17P2
ENSG00000197576	7	27128507	27130780	homeobox A4 [Source:HGNC Symbol;Acc:HGNC:5105]	HOXA4
ENSG00000197582	X	13378735	13379340	glutathione peroxidase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4560]	GPX1P1
ENSG00000197594	6	131807993	131895155	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]	ENPP1
ENSG00000197603	5	37106228	37249400	ciliogenesis and planar polarity effector complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25801]	CPLANE1
ENSG00000197620	X	149536605	149550510	endothelium and lymphocyte associated ASCH domain 1 [Source:HGNC Symbol;Acc:HGNC:28089]	EOLA1
ENSG00000197712	4	38867677	38945740	family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]	FAM114A1
ENSG00000197779	X	47836471	48002561	zinc finger protein 81 [Source:HGNC Symbol;Acc:HGNC:13156]	ZNF81
ENSG00000197822	5	69492184	69558104	occludin [Source:HGNC Symbol;Acc:HGNC:8104]	OCLN
ENSG00000197858	8	144082337	144093149	glycosylphosphatidylinositol anchor attachment 1 [Source:HGNC Symbol;Acc:HGNC:4446]	GPAA1
ENSG00000197860	5	65665928	65723035	small glutamine rich tetratricopeptide repeat co-chaperone beta [Source:HGNC Symbol;Acc:HGNC:23567]	SGTB
ENSG00000197888	4	68537146	68576413	UDP glucuronosyltransferase family 2 member B17 [Source:HGNC Symbol;Acc:HGNC:12547]	UGT2B17
ENSG00000197892	8	29067278	29263124	kinesin family member 13B [Source:HGNC Symbol;Acc:HGNC:14405]	KIF13B
ENSG00000197903	6	27137298	27146857	H2B clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:13954]	H2BC12
ENSG00000197935	6	28994040	29005648	zinc finger protein 311 [Source:HGNC Symbol;Acc:HGNC:13847]	ZNF311
ENSG00000197948	5	141639302	141651430	FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:HGNC:25463]	FCHSD1
ENSG00000197969	9	77177445	77421537	vacuolar protein sorting 13 homolog A [Source:HGNC Symbol;Acc:HGNC:1908]	VPS13A
ENSG00000198010	8	737628	1708476	DLG associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2906]	DLGAP2
ENSG00000198034	X	72255679	72277312	ribosomal protein S4 X-linked [Source:HGNC Symbol;Acc:HGNC:10424]	RPS4X
ENSG00000198039	7	64870172	64930981	zinc finger protein 273 [Source:HGNC Symbol;Acc:HGNC:13067]	ZNF273
ENSG00000198042	8	33484696	33501262	MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703]	MAK16
ENSG00000198055	5	177403204	177442901	G protein-coupled receptor kinase 6 [Source:HGNC Symbol;Acc:HGNC:4545]	GRK6
ENSG00000198074	7	134527567	134541412	aldo-keto reductase family 1 member B10 [Source:HGNC Symbol;Acc:HGNC:382]	AKR1B10
ENSG00000198087	6	47477752	47627263	CD2 associated protein [Source:HGNC Symbol;Acc:HGNC:14258]	CD2AP
ENSG00000198088	X	107123427	107206505	nucleoporin 62 C-terminal like [Source:HGNC Symbol;Acc:HGNC:25960]	NUP62CL
ENSG00000198157	X	81112915	81202016	high mobility group nucleosome binding domain 5 [Source:HGNC Symbol;Acc:HGNC:8013]	HMGN5
ENSG00000198169	8	144720515	144756417	zinc finger protein 251 [Source:HGNC Symbol;Acc:HGNC:13045]	ZNF251
ENSG00000198189	4	87336515	87391219	hydroxysteroid 17-beta dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]	HSD17B11
ENSG00000198205	X	57905430	57910458	zinc finger X-linked duplicated A [Source:HGNC Symbol;Acc:HGNC:13198]	ZXDA
ENSG00000198221	6	167781478	167827561	AFDN divergent transcript [Source:HGNC Symbol;Acc:HGNC:21236]	AFDN-DT
ENSG00000198225	6	63211469	63213027	FKBP prolyl isomerase family member 1C [Source:HGNC Symbol;Acc:HGNC:21376]	FKBP1C
ENSG00000198286	7	2906141	3044228	caspase recruitment domain family member 11 [Source:HGNC Symbol;Acc:HGNC:16393]	CARD11
ENSG00000198301	4	75940950	75990962	SDA1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25537]	SDAD1
ENSG00000198315	6	28141732	28159461	zinc finger with KRAB and SCAN domains 8 [Source:HGNC Symbol;Acc:HGNC:12983]	ZKSCAN8
ENSG00000198363	8	61500549	61714768	aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]	ASPH
ENSG00000198420	7	143851364	143903890	TRPM8 channel associated factor 1 [Source:HGNC Symbol;Acc:HGNC:22201]	TCAF1
ENSG00000198435	9	137299631	137302271	NOTCH regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:HGNC:33843]	NRARP
ENSG00000198455	X	57592011	57597477	zinc finger X-linked duplicated B [Source:HGNC Symbol;Acc:HGNC:13199]	ZXDB
ENSG00000198478	6	79537185	79703655	SH3 domain binding glutamate rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567]	SH3BGRL2
ENSG00000198515	4	47935128	48017301	cyclic nucleotide gated channel subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:2148]	CNGA1
ENSG00000198517	7	1530702	1543049	MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782]	MAFK
ENSG00000198556	7	99472832	99503650	zinc finger protein 789 [Source:HGNC Symbol;Acc:HGNC:27801]	ZNF789
ENSG00000198563	6	31530218	31542451	DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]	DDX39B
ENSG00000198576	8	142611049	142614479	activity regulated cytoskeleton associated protein [Source:HGNC Symbol;Acc:HGNC:648]	ARC
ENSG00000198580	7	6673494	6676366	zinc finger protein pseudogene	
ENSG00000198624	5	151181052	151224124	coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487]	CCDC69
ENSG00000198642	9	21320024	21335404	kelch like family member 9 [Source:HGNC Symbol;Acc:HGNC:18732]	KLHL9
ENSG00000198663	6	36871870	36928964	chromosome 6 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:21114]	C6orf89
ENSG00000198677	5	95461755	95555050	SKI3 subunit of superkiller complex [Source:HGNC Symbol;Acc:HGNC:23639]	SKIC3
ENSG00000198680	9	25676969	25678444	tumor suppressor candidate 1 [Source:HGNC Symbol;Acc:HGNC:31010]	TUSC1
ENSG00000198689	X	135973841	136047269	solute carrier family 9 member A6 [Source:HGNC Symbol;Acc:HGNC:11079]	SLC9A6
ENSG00000198719	6	170282202	170306565	delta like canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2908]	DLL1
ENSG00000198721	6	4115685	4135597	enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:14601]	ECI2
ENSG00000198729	6	150143044	150250392	protein phosphatase 1 regulatory inhibitor subunit 14C [Source:HGNC Symbol;Acc:HGNC:14952]	PPP1R14C
ENSG00000198742	7	99027435	99144164	SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:16807]	SMURF1
ENSG00000198753	X	153764186	153779346	plexin B3 [Source:HGNC Symbol;Acc:HGNC:9105]	PLXNB3
ENSG00000198755	6	35468366	35470785	ribosomal protein L10a [Source:HGNC Symbol;Acc:HGNC:10299]	RPL10A
ENSG00000198759	X	13569601	13633575	EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235]	EGFL6
ENSG00000198780	5	74777574	74867022	family with sequence similarity 169 member A [Source:HGNC Symbol;Acc:HGNC:29138]	FAM169A
ENSG00000198785	9	101569352	101738647	glutamate ionotropic receptor NMDA type subunit 3A [Source:HGNC Symbol;Acc:HGNC:16767]	GRIN3A
ENSG00000198791	8	17224966	17247726	CCR4-NOT transcription complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:14101]	CNOT7
ENSG00000198814	X	30653359	30731462	glycerol kinase [Source:HGNC Symbol;Acc:HGNC:4289]	GK
ENSG00000198818	6	166319724	166342590	SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102]	SFT2D1
ENSG00000198833	6	89326608	89352902	ubiquitin conjugating enzyme E2 J1 [Source:HGNC Symbol;Acc:HGNC:17598]	UBE2J1
ENSG00000198839	7	112206695	112356519	zinc finger protein 277 [Source:HGNC Symbol;Acc:HGNC:13070]	ZNF277
ENSG00000198846	8	58805412	59119279	thymocyte selection associated high mobility group box [Source:HGNC Symbol;Acc:HGNC:18988]	TOX
ENSG00000198856	4	108650585	108667820	oligosaccharyltransferase complex non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:24448]	OSTC
ENSG00000198865	5	42756799	42802439	coiled-coil domain containing 152 [Source:HGNC Symbol;Acc:HGNC:34438]	CCDC152
ENSG00000198870	9	133376366	133406096	serine/threonine kinase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28669]	STKLD1
ENSG00000198874	7	66995173	67239521	tRNA-yW synthesizing protein 1 homolog [Source:HGNC Symbol;Acc:HGNC:25598]	TYW1
ENSG00000198898	7	116811070	116922049	capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]	CAPZA2
ENSG00000198910	X	153861511	153886204	L1 cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6470]	L1CAM
ENSG00000198918	X	119786497	119791662	ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:10350]	RPL39
ENSG00000198932	X	102650345	102659083	G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]	GPRASP1
ENSG00000198934	X	76427710	76431342	MAGE family member E1 [Source:HGNC Symbol;Acc:HGNC:24934]	MAGEE1
ENSG00000198937	6	37482920	37499894	coiled-coil domain containing 167 [Source:HGNC Symbol;Acc:HGNC:21239]	CCDC167
ENSG00000198939	5	178895889	178933415	ZFP2 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:26138]	ZFP2
ENSG00000198945	6	130013699	130141449	L3MBTL histone methyl-lysine binding protein 3 [Source:HGNC Symbol;Acc:HGNC:23035]	L3MBTL3
ENSG00000198947	X	31097677	33339609	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	DMD
ENSG00000198948	4	169986597	170033031	microfibril associated protein 3 like [Source:HGNC Symbol;Acc:HGNC:29083]	MFAP3L
ENSG00000198960	X	101615118	101618003	armadillo repeat containing X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]	ARMCX6
ENSG00000198961	5	109334704	109409991	praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]	PJA2
ENSG00000200534	6	132817219	132817348	small nucleolar RNA, H/ACA box 33 [Source:HGNC Symbol;Acc:HGNC:32623]	SNORA33
ENSG00000203262	X	96070669	96071778	zinc finger protein 265 (ZNF265) pseudogene	
ENSG00000203279	9	97157784	97238790	novel transcript	
ENSG00000203362	6	43588230	43591362	POLH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40459]	POLH-AS1
ENSG00000203397	X	74066083	74066592	SHISA5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54993]	SHISA5P2
ENSG00000203446	7	40538127	40546928	SUGCT antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40745]	SUGCT-AS1
ENSG00000203499	8	143734139	143790645	IQ motif and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:49576]	IQANK1
ENSG00000203711	6	158869067	158948522	long intergenic non-protein coding RNA 2901 [Source:HGNC Symbol;Acc:HGNC:21179]	LINC02901
ENSG00000203722	6	149916878	149923121	retinoic acid early transcript 1G [Source:HGNC Symbol;Acc:HGNC:16795]	RAET1G
ENSG00000203727	6	147508690	147737547	sterile alpha motif domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21180]	SAMD5
ENSG00000203734	6	138795911	138904070	epithelial cell transforming 2 like [Source:HGNC Symbol;Acc:HGNC:21118]	ECT2L
ENSG00000203760	6	126340115	126348875	centromere protein W [Source:HGNC Symbol;Acc:HGNC:21488]	CENPW
ENSG00000203778	6	112087122	112104223	family with sequence similarity 229 member B [Source:HGNC Symbol;Acc:HGNC:33858]	FAM229B
ENSG00000203801	6	108730832	108837142	long intergenic non-protein coding RNA 222 [Source:HGNC Symbol;Acc:HGNC:21560]	LINC00222
ENSG00000203875	6	85644369	85678943	small nucleolar RNA host gene 5 [Source:HGNC Symbol;Acc:HGNC:21026]	SNHG5
ENSG00000203879	X	154436600	154443467	GDP dissociation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:4226]	GDI1
ENSG00000203950	X	135050932	135052196	retrotransposon Gag like 8A [Source:HGNC Symbol;Acc:HGNC:24514]	RTL8A
ENSG00000203993	9	137615326	137618906	ARRDC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23395]	ARRDC1-AS1
ENSG00000204052	6	43506965	43510388	leucine rich repeat containing 73 [Source:HGNC Symbol;Acc:HGNC:21375]	LRRC73
ENSG00000204054	9	129476946	129513769	long intergenic non-protein coding RNA 963 [Source:HGNC Symbol;Acc:HGNC:48716]	LINC00963
ENSG00000204071	X	102140476	102142970	transcription elongation factor A like 6 [Source:HGNC Symbol;Acc:HGNC:24553]	TCEAL6
ENSG00000204116	X	73563197	73687111	cysteine rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:HGNC:1934]	CHIC1
ENSG00000204131	X	71910845	72161750	NHS like 2 [Source:HGNC Symbol;Acc:HGNC:33737]	NHSL2
ENSG00000204209	6	33318558	33323259	death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]	DAXX
ENSG00000204220	6	33288680	33298401	prefoldin subunit 6 [Source:HGNC Symbol;Acc:HGNC:4926]	PFDN6
ENSG00000204227	6	33208491	33212722	ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018]	RING1
ENSG00000204228	6	33204631	33206831	hydroxysteroid 17-beta dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:3554]	HSD17B8
ENSG00000204231	6	33193588	33200666	retinoid X receptor beta [Source:HGNC Symbol;Acc:HGNC:10478]	RXRB
ENSG00000204248	6	33162681	33192766	collagen type XI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2187]	COL11A2
ENSG00000204256	6	32968594	32981505	bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]	BRD2
ENSG00000204257	6	32948613	32969094	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	HLA-DMA
ENSG00000204261	6	32844078	32846500	PSMB8 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:39758]	PSMB8-AS1
ENSG00000204264	6	32840717	32844679	proteasome 20S subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:9545]	PSMB8
ENSG00000204267	6	32821833	32838784	transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]	TAP2
ENSG00000204271	X	56818298	56995827	spindlin family member 3 [Source:HGNC Symbol;Acc:HGNC:27272]	SPIN3
ENSG00000204272	X	56729219	56819179	negative regulator of P-body association [Source:HGNC Symbol;Acc:HGNC:50713]	NBDY
ENSG00000204301	6	32194843	32224111	notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]	NOTCH4
ENSG00000204304	6	32184733	32190202	PBX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8633]	PBX2
ENSG00000204305	6	32180963	32184344	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	AGER
ENSG00000204308	6	32178405	32180793	ring finger protein 5 [Source:HGNC Symbol;Acc:HGNC:10068]	RNF5
ENSG00000204310	6	32168205	32178096	1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]	AGPAT1
ENSG00000204314	6	32148323	32153083	proline rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13943]	PRRT1
ENSG00000204315	6	32128697	32131070	FKBP prolyl isomerase like [Source:HGNC Symbol;Acc:HGNC:13949]	FKBPL
ENSG00000204344	6	31971091	31982821	winged helix repair factor 1 [Source:HGNC Symbol;Acc:HGNC:11398]	WHR1
ENSG00000204348	6	31969810	31972509	decapping exoribonuclease [Source:HGNC Symbol;Acc:HGNC:2992]	DXO
ENSG00000204351	6	31959116	31969852	SKI2 subunit of superkiller complex [Source:HGNC Symbol;Acc:HGNC:10898]	SKIC2
ENSG00000204356	6	31952087	31959038	negative elongation factor complex member E [Source:HGNC Symbol;Acc:HGNC:13974]	NELFE
ENSG00000204366	6	31899613	31902086	zinc finger and BTB domain containing 12 [Source:HGNC Symbol;Acc:HGNC:19066]	ZBTB12
ENSG00000204371	6	31879758	31897723	euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129]	EHMT2
ENSG00000204385	6	31863192	31879198	solute carrier family 44 member 4 [Source:HGNC Symbol;Acc:HGNC:13941]	SLC44A4
ENSG00000204386	6	31857063	31862905	neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758]	NEU1
ENSG00000204387	6	31822094	31839766	small nucleolar RNA host gene 32 [Source:HGNC Symbol;Acc:HGNC:19078]	SNHG32
ENSG00000204388	6	31827738	31830254	heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233]	HSPA1B
ENSG00000204389	6	31815543	31817994	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]	HSPA1A
ENSG00000204390	6	31809619	31815788	heat shock protein family A (Hsp70) member 1 like [Source:HGNC Symbol;Acc:HGNC:5234]	HSPA1L
ENSG00000204392	6	31797392	31806987	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]	LSM2
ENSG00000204394	6	31777518	31795950	valyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12651]	VARS1
ENSG00000204396	6	31765590	31777328	von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939]	VWA7
ENSG00000204410	6	31739677	31762676	mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]	MSH5
ENSG00000204420	6	31718594	31726714	megakaryocyte and platelet inhibitory receptor G6b [Source:HGNC Symbol;Acc:HGNC:13937]	MPIG6B
ENSG00000204421	6	31718648	31721746	lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]	LY6G6C
ENSG00000204427	6	31686954	31703356	abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]	ABHD16A
ENSG00000204428	6	31676684	31684040	lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932]	LY6G5C
ENSG00000204435	6	31665227	31670343	casein kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:2460]	CSNK2B
ENSG00000204438	6	31661228	31666283	G-patch domain and ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:13920]	GPANK1
ENSG00000204439	6	31658298	31660778	chromosome 6 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:19076]	C6orf47
ENSG00000204444	6	31652416	31658210	apolipoprotein M [Source:HGNC Symbol;Acc:HGNC:13916]	APOM
ENSG00000204463	6	31638544	31652747	BAG cochaperone 6 [Source:HGNC Symbol;Acc:HGNC:13919]	BAG6
ENSG00000204469	6	31620715	31637771	proline rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]	PRRC2A
ENSG00000204482	6	31586124	31588910	leukocyte specific transcript 1 [Source:HGNC Symbol;Acc:HGNC:14189]	LST1
ENSG00000204498	6	31546870	31558829	NFKB inhibitor like 1 [Source:HGNC Symbol;Acc:HGNC:7800]	NFKBIL1
ENSG00000204516	6	31494881	31511124	MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]	MICB
ENSG00000204520	6	31399784	31415315	MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]	MICA
